code,name,city,country,latitude,longitude,elevation
SLH,Sola Airport,Sola,Vanuatu,-13.8517,167.537,7
SLU,George F L Charles,Castries,Saint Lucia,14.020228,-60.992936,22
SLV,Shimla Airport,Shimla,India,31.081803,77.067967,5072
SMA,Santa Maria,Santa Maria (island),Portugal,36.97139,-25.170639,308
SMD,Smith Fld,Fort Wayne IN,United States,41.143353,-85.152778,834
SMK,St. Michael Airport,St. Michael,United States,63.49,-162.110278,98
SMN,Lemhi County Airport,Salmon,United States,45.123889,-113.881389,4043
SMS,Sainte Marie,Sainte Marie,Madagascar,-17.093889,49.815834,7
SMT,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,23.8833,120.933,2405
SMV,Samedan,Samedan,Switzerland,46.534075,9.884106,5600
SMZ,Stoelmans Eiland Airstrip,Stoelmans Eiland,Suriname,4.35,-54.41667,10
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,56
SNP,St Paul Island,St. Paul Island,United States,57.167333,-170.220444,63
SNR,Montoir,St.-nazaire,France,47.312189,-2.149181,13
SOJ,Sorkjosen Airport,Sorkjosen,Norway,69.7868,20.9594,16
SOM,San Tome,San Tome,Venezuela,8.945147,-64.151083,837
SON,Santo Pekoa International Airport,Santo,Vanuatu,-15.505033,167.219742,184
SOP,Moore County Airport,Pinehurst-Southern Pines,United States,35.2376111,-79.3887958,455
SPY,San Pedro,San Pedro,Cote d'Ivoire,4.746717,-6.660817,26
SPZ,Silver Springs Airport,Silver Springs,United States,39.4030278,-119.2511944,4269
SQO,Storuman Airport,Mohed,Sweden,64.960894,17.696583,915
SQQ,Siauliai Intl,Siauliai,Lithuania,55.893886,23.394975,443
SR2,Stranraer Ferry Port,Stranraer,United Kingdom,54.902,-5.027,0
SRJ,Capit├´n Av. German Quiroga G. Airport,San Borja,Bolivia,-14.8592,-66.7375,633
SRN,Strahan Airport,Strahan,Australia,-42.155,145.292,20
SSE,Sholapur,Sholapur,India,17.627958,75.934842,1584
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,27.977222,34.394722,143
SSJ,Stokka,Sandnessjoen,Norway,65.956828,12.468944,56
SSN,Seoul Ab,Seoul East,South Korea,37.445833,127.113889,92
STE,Stevens Point Municipal Airport,Stevens Point,United States,44.5451356,-89.5302844,1110
STJ,Rosecrans Mem,Rosecrans,United States,39.771944,-94.909706,826
STK,Sterling Municipal Airport,Sterling,United States,40.6153136,-103.2648454,4040
STM,Santarem,Santarem,Brazil,-2.422431,-54.792789,198
STN,Stansted,London,United Kingdom,51.885,0.235,348
STO,Stockholm Cruise Port,Stockholm,Sweden,59.3233,18.081,0
STP,London St Pancras,London,United Kingdom,51.53,-0.125,0
SUU,Travis Afb,Fairfield,United States,38.262692,-121.927464,62
SVA,Savoonga Airport,Savoonga,United States,63.6864,-170.493,53
SVG,Sola,Stavanger,Norway,58.876778,5.637856,29
SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia,2.152175,-74.76635,920
SVL,Savonlinna,Savonlinna,Finland,61.943064,28.945136,311
SVQ,Sevilla,Sevilla,Spain,37.418,-5.893106,111
SVW,Sparrevohn Lrrs,Sparrevohn,United States,61.097369,-155.574228,1583
SVX,Koltsovo,Yekaterinburg,Russia,56.743108,60.802728,764
SWP,Swakopmund Airport,Swakopmund,Namibia,-22.6619,14.5681,207
SWT,Strezhevoy,Strezhevoy,Russia,60.716667,77.65,164
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles,18.040953,-63.1089,14
SYO,Shonai Airport,Shonai,Japan,38.812222,139.787222,86
SYU,Warraber Island Airport,Sue Islet,Australia,-10.2083,142.825,3
SYY,Stornoway,Stornoway,United Kingdom,58.215556,-6.331111,26
SYZ,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,29.539242,52.589786,4920
SZS,Ryans Creek Aerodrome,Stewart Island,New Zealand,-46.899693,168.101592,100
SZZ,Goleniow,Szczecin,Poland,53.584731,14.902206,154
TAG,Tagbilaran,Tagbilaran,Philippines,9.66408056,123.853247,38
TAM,General Francisco Javier Mina Intl,Tampico,Mexico,22.29645,-97.865931,80
TAN,Taunton Municipal Airport - King Field,Taunton,United States,41.8744017,-71.0166453,43
TAO,Liuting,Qingdao,China,36.266108,120.374436,33
TAR,Grottaglie,Grottaglie,Italy,40.517514,17.403212,215
TAT,Tatry,Poprad,Slovakia,49.073594,20.241142,2356
TBH,Romblon Airport,Romblon,Philippines,12.311,122.085,10
TBJ,7 Novembre,Tabarka,Tunisia,36.978333,8.876389,0
TBP,Pedro Canga,Tumbes,Peru,-3.552528,-80.381356,115
TBU,Fua Amotu Intl,Tongatapu,Tonga,-21.241214,-175.149644,126
TCG,Tacheng Airport,Tacheng,China,46.6725,83.3408,0
TCH,Tchibanga Airport,Tchibanga,Gabon,-2.85,11.017,269
TCS,Truth Or Consequences Muni,Truth Or Consequences,United States,33.236944,-107.27175,4853
TCY,Terrace Bay,Terrace Bay,Namibia,-19.9705556,13.0244444,0
TDR,Theodore,Theodore,Australia,-24.986737,150.093112,560
TDX,Trat,Trat,Thailand,12.274572,102.318958,105
TEA,Tela,Tela,Honduras,15.775864,-87.475847,7
TED,Thisted,Thisted,Denmark,57.0688,8.705225,23
TEQ,Tekirda─ƒ ├çorlu Airport,├çorlu,Turkey,41.13825,27.919094,574
TER,Lajes,Lajes (terceira Island),Portugal,38.761842,-27.090797,180
TEX,Telluride,Telluride,United States,37.953759,-107.90848,9078
TFI,Tufi Airport,Tufi,Papua New Guinea,-9.07595,149.32,85
TFN,Tenerife Norte,Tenerife,Spain,28.482653,-16.341536,2073
TGU,Toncontin Intl,Tegucigalpa,Honduras,14.060883,-87.217197,3294
THE,Senador Petronio Portella,Teresina,Brazil,-5.059942,-42.823478,219
THF,Tempelhof,Berlin,Germany,52.473025,13.403944,167
THL,Tachileik,Tachilek,Burma,20.483831,99.935353,1280
THN,Trollhattan Vanersborg,Trollhattan,Sweden,58.318056,12.345,137
THR,Mehrabad Intl,Teheran,Iran,35.689167,51.313416,3962
THS,Sukhothai,Sukhothai,Thailand,17.237992,99.818183,179
TIC,Tinak Airport,Tinak,Marshall Islands,7.133333,171.916667,4
TJH,Tajima Airport,Toyooka,Japan,35.512778,134.786944,578
TJM,Roschino,Tyumen,Russia,57.189567,65.3243,378
TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia,-2.745722,107.754917,164
TKA,Talkeetna,Talkeetna,United States,62.3205,-150.093694,358
TKC,Tiko,Tiko,Cameroon,4.089192,9.360528,151
TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,-5.242339,105.178939,282
TKK,Chuuk Intl,Chuuk,Micronesia,7.461869,151.843006,11
TKP,Takapoto,Takapoto,French Polynesia,-14.709544,-145.245814,12
TKT,Tak,Tak,Thailand,16.89611,99.25361,478
TKX,Takaroa,Takaroa,French Polynesia,-14.455781,-145.024542,13
TLS,Blagnac,Toulouse,France,43.629075,1.363819,499
TME,Tame,Tame,Colombia,6.451081,-71.760261,1050
TML,Tamale,Tamale,Ghana,9.557192,-0.863214,553
TMM,Toamasina,Toamasina,Madagascar,-18.109517,49.392536,22
TMN,Tamana Airport,Tamana,Kiribati,-2.5,175.983333,10
TMS,Sao Tome Intl,Sao Tome,Sao Tome and Principe,0.378175,6.712153,33
TMU,Tambor Airport,Nicoya,Costa Rica,9.73852,-85.0138,33
TNF,Toussus Le Noble,Toussous-le-noble,France,48.751922,2.106189,538
TNN,Tainan,Tainan,Taiwan,22.950361,120.205778,63
TNX,Tonopah Test Range,Tonopah,United States,37.798836,-116.78075,5549
TOG,Togiak Airport,Togiak Village,United States,59.0528,-160.397,21
TOH,Torres Airstrip,Loh/Linua,Vanuatu,-13.328,166.638,0
TOS,Langnes,Tromso,Norway,69.683333,18.918919,31
TPC,Tarapoa,Tarapoa,Ecuador,-0.122956,-76.33775,814
TPN,Tiputini,Tiputini,Ecuador,-0.766667,-75.53333,997
TRC,Torreon Intl,Torreon,Mexico,25.568278,-103.410583,3688
TRD,Vaernes,Trondheim,Norway,63.457556,10.92425,56
TRN,Torino,Torino,Italy,45.200761,7.649631,989
TRO,Taree Airport,Taree,Australia,-31.8886,152.514,38
TRW,Bonriki Intl,Tarawa,Kiribati,1.381636,173.147036,9
TSA,Sungshan,Taipei,Taiwan,25.069722,121.5525,18
TSF,Treviso,Treviso,Italy,45.6484,12.194422,59
TSL,Tamuin,Tamuin,Mexico,22.038292,-98.806503,164
TSO,Tresco Heliport,Tresco,United Kingdom,49.945556,-6.331389,20
TSR,Traian Vuia,Timisoara,Romania,45.809861,21.337861,348
TSS,East 34th Street Heliport,New York,United States,40.7425,-73.971944,10
TSV,Townsville,Townsville,Australia,-19.2525,146.765278,18
TTB,Tortoli,Tortoli,Italy,39.918761,9.682981,23
TTD,Portland Troutdale,Troutdale,United States,45.54937,-122.401253,39
TTT,Fengnin,Fengnin,Taiwan,22.754986,121.101681,143
TUA,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,0.809506,-77.708056,9649
TUB,Tubuai,Tubuai,French Polynesia,-23.365353,-149.524072,7
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina,-26.840861,-65.104944,1495
TXK,Texarkana Rgnl Webb Fld,Texarkana,United States,33.453722,-93.991028,390
TYS,Mc Ghee Tyson,Knoxville,United States,35.810972,-83.994028,981
UAH,Ua Huka Airport,Ua Huka,French Polynesia,-8.93611,-139.552,160
UAK,Narsarsuaq,Narssarssuaq,Greenland,61.160517,-45.425978,112
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand,15.251278,104.870231,406
UCA,Union Station,Utica,United States,43.104167,-75.223333,456
UEL,Quelimane,Quelimane,Mozambique,-17.8555,36.869106,36
UGA,Bulgan Airport,Bulgan,Mongolia,48.854167,103.484167,3873
UGN,Waukegan Rgnl,Chicago,United States,42.422161,-87.867908,727
UIB,El Carano,Quibdo,Colombia,5.690758,-76.641181,204
UIH,Phu Cat Airport,Phucat,Vietnam,13.954986,109.042267,80
UKY,Kyoto,Kyoto,Japan,35.016667,135.766667,262
ULD,Prince Mangosuthu Buthelezi,Ulundi,South Africa,-28.320586,31.416519,1720
ULG,Olgii Airport,Olgii,Mongolia,48.991667,89.919722,5610
ULO,Ulaangom Airport,Ulaangom,Mongolia,49.973333,92.079722,3500
UME,Umea,Umea,Sweden,63.791828,20.282758,24
UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.12571,141.282,88
UNK,Unalakleet Airport,Unalakleet,United States,63.888333,-160.798889,21
URG,Rubem Berta,Uruguaiana,Brazil,-29.782178,-57.038189,256
URO,Vallee De Seine,Rouen,France,49.384172,1.1748,512
URS,Kursk East Airport,Kursk,Russia,51.7506,36.2956,686
USQ,Usak Airport,Usak,Turkey,38.681478,29.471675,2897
UTK,Utirik Airport,Utirik Island,Marshall Islands,11.222,169.852,4
UTP,U Taphao Intl,Pattaya,Thailand,12.679944,101.005028,42
UTU,Ustupo,Ustupo,Panama,9.137778,-77.933611,10
UUD,Mukhino,Ulan-ude,Russia,51.807764,107.437644,1690
UUU,Newport State,Newport RI,United States,41.533056,-71.282222,172
VAA,Vaasa,Vaasa,Finland,63.05065,21.762175,19
VAG,Major Brigadeiro Trompowsky,Varginha,Brazil,-21.590067,-45.473342,3028
VAI,Vanimo Airport,Vanimo,Papua New Guinea,-2.69717,141.302,10
VAM,Maamigili Airport,Maamigili,Maldives,3.4702,72.8344,6
VBS,Montichiari,Brescia,Italy,45.428889,10.330556,356
VCA,Tr├¦ N├│c Airport,Can Tho,Vietnam,10.085119,105.711922,9
VCP,Viracopos,Campinas,Brazil,-23.0075,-47.134444,2170
VCS,Co Ong Airport,Conson,Vietnam,8.731831,106.632589,20
VCT,Victoria Regional Airport,Victoria,United States,28.8526,-96.9185,115
VCV,Southern California Logistics,Victorville,United States,34.597453,-117.382997,2885
VDC,Vit├│ria da Conquista Airport,Vit├│ria Da Conquista,Brazil,-14.862761,-40.863106,2998
VDF,Tampa Executive Airport,Tampa,United States,28.0139772,-82.3452778,22
VDH,Dong Hoi,Dong Hoi,Vietnam,17.515,106.590556,50
VDR,Villa Dolores,Villa Dolores,Argentina,-31.945183,-65.146283,1915
VER,General Heriberto Jara Intl,Vera Cruz,Mexico,19.145931,-96.187267,90
VGA,Vijayawada,Vijayawada,India,16.530433,80.796847,82
VGO,Vigo,Vigo,Spain,42.2318,-8.626775,855
VGT,North Las Vegas Airport,Las Vegas,United States,36.2106944,-115.1944444,2205
VHM,Vilhelmina,Vilhelmina,Sweden,64.579083,16.833575,1140
VIE,Schwechat,Vienna,Austria,48.110278,16.569722,600
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands,18.4464,-64.4275,9
VKO,Vnukovo,Moscow,Russia,55.591531,37.261486,685
VKT,Vorkuta Airport,Vorkuta,Russia,67.4886,63.9931,604
VLC,Valencia,Valencia,Spain,39.489314,-0.481625,225
VLS,Valesdir Airport,Valesdir,Vanuatu,-16.7961,168.177,10
VNA,Saravane Airport,Saravane,Laos,15.709444,106.411667,612
VNE,Meucon,Vannes,France,47.723303,-2.718561,440
VNO,Vilnius Intl,Vilnius,Lithuania,54.634133,25.285767,646
VNX,Vilankulo,Vilankulu,Mozambique,-22.018431,35.313297,46
VNY,Van Nuys,Van Nuys,United States,34.209811,-118.489972,802
VOH,Vohimarina,Vohemar,Madagascar,-13.375834,50.002777,19
VSA,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,17.997,-92.817361,46
VSF,Hartness State,Springfield VT,United States,43.343333,-72.517222,577
VTB,Vitebsk,Vitebsk,Belarus,55.1265,30.349639,683
VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia,10.435042,-73.249506,456
VVC,Vanguardia,Villavicencio,Colombia,4.167875,-73.613761,1394
VXC,Lichinga,Lichinga,Mozambique,-13.273986,35.266262,4505
WAG,Wanganui,Wanganui,New Zealand,-39.962222,175.025278,27
WAT,Waterford,Waterford,Ireland,52.1872,-7.086964,119
WBU,Boulder Municipal,Boulder,United States,40.039444,-105.225833,5288
WDR,Barrow County Airport,Winder,United States,33.9828611,-83.6674167,943
WFB,Ketchikan harbor Seaplane Base,Ketchikan,United States,55.344444,-131.663333,0
WIN,Winton Airport,Winton,Australia,-22.3636,143.086,638
WKA,Wanaka,Wanaka,New Zealand,-44.722222,169.245556,1142
WKJ,Wakkanai,Wakkanai,Japan,45.404167,141.800833,30
WMN,Maroantsetra,Maroantsetra,Madagascar,-15.436666,49.688332,13
WMO,White Mountain Airport,White Mountain,United States,64.689167,-163.412778,267
WMR,Avaratra,Mananara,Madagascar,-16.1639,49.773753,9
WPB,Port Berg├⌐ Airport,Port Berg├⌐,Madagascar,-15.583,47.617,213
WRB,Robins Afb,Macon,United States,32.640144,-83.59185,294
WRE,Whangarei,Whangarei,New Zealand,-35.768333,174.365,133
WRO,Strachowice,Wroclaw,Poland,51.102683,16.885836,404
WSX,Westsound Seaplane Base,Westsound,United States,48.617778,-122.952778,0
WTA,Tambohorano Airport,Tambohorano,Madagascar,-17.4761,43.9728,23
WTK,Noatak Airport,Noatak,United States,67.5661,-162.975,88
WTN,Waddington,Waddington,United Kingdom,53.166167,-0.523811,231
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,-18.75,46.05,2776
WUZ,Changzhoudao Airport,Wuzhou,China,23.4567,111.248,89
WXN,Wanxian Airport,Wanxian,China,30.8361,108.406,0
WYA,Whyalla Airport,Whyalla,Australia,-33.0589,137.514,41
WZY,Paradise Island Seaplane Base,Nassau,Bahamas,25.0872,-77.3239,0
X04,Apopka,Orlando,United States,28.707222,-81.581667,143
X49,South Lakeland Airport,Lakeland,United States,27.9333581,-82.0439739,110
XAC,La Teste De Buch,Arcachon,France,44.59639,-1.110833,49
XBE,Bearskin Lake Airport,Bearskin Lake,Canada,53.9656,-91.0272,800
XCR,Vatry,Chalons,France,48.776072,4.184492,587
XDB,Lille,Lille,France,50.563333,3.08805,1
XEV,Central Station,Stockholm,Sweden,59.33,18.058056,10
XFL,Flagler County Airport,Flagler,United States,29.2821,-81.1212,33
XFW,Hamburg Finkenwerder,Hamburg,Germany,53.535886,9.837025,22
XGB,Gare Montparnasse,Paris,France,48.84,2.318611,423
XKS,Kasabonika Airport,Kasabonika,Canada,53.5247,-88.6428,672
XMH,Manihi,Manihi,French Polynesia,-14.436764,-146.070056,14
XMN,Gaoqi,Xiamen,China,24.544036,118.127739,59
XNA,NW Arkansas Regional,Bentonville,United States,36.2818694,-94.3068111,1287
XPG,Gare du Nord,Paris,France,48.880931,2.355323,423
XQP,La Managua,Quepos,Costa Rica,9.443164,-84.129772,85
XSB,Sir Bani Yas Island,Sir Bani Yas Island,United Arab Emirates,24.2856083,52.5783472,5
XSH,Saint-Pierre-des-Corps,Tours,France,47.385626,0.723347,159
XVH,Peterborough Railway Station,Peterborough,United Kingdom,52.5748,-0.2502,91
XWG,Gare de Strasbourg,Strasbourg,France,48.585068,7.734547,475
XYD,Lyon Part-Dieu Railway,Lyon,France,46.0,5.0,821
XZM,Macau Ferry Pier,Macau,Macau,22.197075,113.558911,0
YAA,Anahim Lake Airport,Anahim Lake,Canada,52.4525,-125.303,3635
YAG,Fort Frances Municipal Airport,Fort Frances,Canada,48.6542,-93.4397,1125
YAM,Sault Ste Marie,Sault Sainte Marie,Canada,46.485001,-84.509445,630
YAP,Yap Intl,Yap,Micronesia,9.498911,138.082497,91
YBT,Brochet Airport,Brochet,Canada,57.889444,-101.679167,1131
YBW,Calgary Springbank Airport,Calgary,Canada,51.1031,-114.374,3939
YCC,Cornwall Regional Airport,Cornwall,Canada,45.092778,-74.567778,175
YCL,Charlo,Charlo,Canada,47.990833,-66.330278,132
YCN,Cochrane,Cochrane,Canada,49.106667,-81.015278,852
YCO,Kugluktuk,Coppermine,Canada,67.816667,-115.143889,74
YDC,Princeton,Princeton,Canada,49.468056,-120.511389,2298
YDT,Boundary Bay Airport,Boundary Bay,Canada,49.073889,-123.0075,6
YEC,Yecheon,Yechon,South Korea,36.631933,128.35485,354
YEE,Huronia,Midland,Canada,44.684722,-79.929167,773
YEK,Arviat,Eskimo Point,Canada,61.094166,-94.070833,32
YEN,Estevan,Estevan,Canada,49.210278,-102.965833,1905
YEO,Yeovilton,Yeovilton,United Kingdom,51.009358,-2.638819,75
YER,Fort Severn Airport,Fort Severn,Canada,56.0189,-87.6761,48
YES,Yasuj Airport,Yasuj,Iran,30.700556,51.545,5939
YEV,Inuvik Mike Zubko,Inuvik,Canada,68.304167,-133.482778,224
YFS,Fort Simpson,Fort Simpson,Canada,61.760153,-121.236525,555
YGH,Fort Good Hope,Fort Good Hope,Canada,66.26666667,-128.65,215
YGK,Kingston,Kingston,Canada,44.225277,-76.596944,305
YGL,La Grande Riviere,La Grande Riviere,Canada,53.625278,-77.704167,639
YGQ,Geraldton Greenstone Regional,Geraldton,Canada,49.778332,-86.939445,1144
YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.5281,-56.2861,347
YHF,Rene Fontaine,Hearst,Canada,49.713889,-83.686944,826
YHI,Ulukhaktok Holman,Holman Island,Canada,70.762778,-117.806111,117
YHK,Gjoa Haven,Gjoa Haven,Canada,68.635556,-95.849722,152
YHN,Hornepayne,Hornepayne,Canada,49.193056,-84.758889,1099
YHP,Poplar Hill Airport,Poplar Hill,Canada,52.1133,-94.2556,1095
YHR,Chevery Airport,Chevery,Canada,50.4689,-59.6367,39
YIC,Yichun Mingyueshan Airport,Yichun,China,27.8033,114.3081,131
YIF,St Augustin Airport,St-Augustin,Canada,51.2117,-58.6583,20
YIN,Yining Airport,Yining,China,43.9558,81.3303,0
YKX,Kirkland Lake,Kirkland Lake,Canada,48.210278,-79.981389,1157
YKZ,Buttonville Muni,Toronto,Canada,43.862221,-79.37,650
YLH,Lansdowne House Airport,Lansdowne House,Canada,52.1956,-87.9342,834
YLW,Kelowna,Kelowna,Canada,49.956112,-119.377778,1409
YMQ,All Airports,Montreal,Canada,45.508611,-73.553889,53
YMU,Mansons Landing Water Aerodrome,Mansons Landing,Canada,50.066667,-124.983333,0
YMX,Montreal Intl Mirabel,Montreal,Canada,45.681944,-74.005278,270
YND,Gatineau,Gatineau,Canada,45.521694,-75.563589,211
YNE,Norway House Airport,Norway House,Canada,53.9583,-97.8442,734
YNJ,Yanji Airport,Yanji,China,42.8828,129.451258,624
YNL,Points North Landing Airport,Points North Landing,Canada,58.2767,-104.082,1605
YNY,Yangyang International Airport,Sokcho / Gangneung,South Korea,38.061311,128.669164,241
YOA,Ekati,Ekati,Canada,64.698889,-110.614722,1540
YOO,Oshawa Airport,Oshawa,Canada,43.9228,-78.895,459
YOW,Ottawa Macdonald Cartier Intl,Ottawa,Canada,45.3225,-75.669167,374
YPA,Prince Albert Glass Field,Prince Albert,Canada,53.214167,-105.672778,1405
YPC,Paulatuk,Paulatuk,Canada,62.35,-124.3333,50
YPG,Southport,Portage-la-prairie,Canada,49.903056,-98.273889,885
YPJ,Aupaluk Airport,Aupaluk,Canada,59.2967,-69.5997,119
YPL,Pickle Lake,Pickle Lake,Canada,51.446388,-90.214167,1267
YPM,Pikangikum Airport,Pikangikum,Canada,51.8197,-93.9733,1114
YPQ,Peterborough,Peterborough,Canada,44.23,-78.363333,628
YPT,Pender Harbour Water Aerodrome,Pender Harbour,Canada,49.616667,-124.016667,0
YPW,Powell River Airport,Powell River,Canada,49.8342,-124.5,425
YPY,Fort Chipewyan,Fort Chipewyan,Canada,58.767223,-111.117222,761
YQI,Yarmouth Airport,Yarmouth,Canada,43.8269,-66.0881,141
YQL,Lethbridge,Lethbridge,Canada,49.630278,-112.799722,3047
YQR,Regina Intl,Regina,Canada,50.431944,-104.665833,1894
YQY,Sydney,Sydney,Canada,46.161388,-60.047779,203
YRA,Rae Lakes Airport,Gam├Ît├¼,Canada,64.1161,-117.31,723
YRM,Rocky Mountain House,Rocky Mountain House,Canada,52.429722,-114.904167,3244
YRR,Big Bay Water Aerodrome,Big Bay,Canada,50.4,-125.133333,0
YSD,Suffield Heliport,Suffield,Canada,50.2666701,-111.182999,2525
YSM,Fort Smith,Fort Smith,Canada,60.020278,-111.961944,671
YSO,Postville Airport,Postville,Canada,54.910278,-59.785278,223
YTF,Alma Airport,Alma,Canada,48.508611,-71.641389,449
YTL,Big Trout Lake Airport,Big Trout Lake,Canada,53.8178,-89.8969,729
YTY,Yangzhou Taizhou Airport,Yangzhou,China,32.5617,119.715,7
YTZ,City Centre,Toronto,Canada,43.627499,-79.396167,251
YUD,Umiujaq Airport,Umiujaq,Canada,56.5361,-76.5183,250
YUE,Yuendumu,Yuendumu,Australia,-22.254167,131.781944,2205
YUL,Pierre Elliott Trudeau Intl,Montreal,Canada,45.470556,-73.740833,118
YVA,Iconi Airport,Moroni,Comoros,-11.7108,43.2439,33
YVB,Bonaventure Airport,Bonaventure,Canada,48.0711,-65.4603,123
YVT,Buffalo Narrows,Buffalo Narrows,Canada,55.841944,-108.4175,1444
YVV,Wiarton,Wiarton,Canada,44.745834,-81.107222,729
YWK,Wabush,Wabush,Canada,52.921944,-66.864444,1808
YWL,Williams Lake,Williams Lake,Canada,52.183056,-122.054167,3085
YWM,Williams Harbour Airport,Williams Harbour,Canada,52.5669,-55.7847,70
YXD,Edmonton City Centre,Edmonton,Canada,53.5725,-113.520556,2200
YXK,Rimouski Airport,Rimouski,Canada,48.478056,-68.496944,82
YXP,Pangnirtung,Pangnirtung,Canada,66.145,-65.713611,75
YXU,London,London,Canada,43.033056,-81.151111,912
YXX,Abbotsford,Abbotsford,Canada,49.025278,-122.360556,195
YXZ,Wawa,Wawa,Canada,47.966944,-84.786389,944
YYB,North Bay,North Bay,Canada,46.363611,-79.422778,1215
YYJ,Victoria Intl,Victoria,Canada,48.646944,-123.425833,63
YYL,Lynn Lake,Lynn Lake,Canada,56.863888,-101.07611,1170
YYQ,Churchill,Churchill,Canada,58.739167,-94.065,94
YYT,St Johns Intl,St. John's,Canada,47.61861,-52.751945,461
YYU,Kapuskasing,Kapuskasing,Canada,49.413889,-82.4675,743
YZR,Chris Hadfield,Sarnia,Canada,42.999444,-82.308889,594
